Date,Open,High,Low,Close,Adj Close,Volume
3/30/2010,8.45,8.481429,8.366071,8.423214,7.140188,527310000
3/31/2010,8.410357,8.450357,8.373571,8.392857,7.114453,430659600
4/1/2010,8.478929,8.526071,8.3125,8.4275,7.143821,603145200
4/5/2010,8.392143,8.518214,8.384643,8.5175,7.220114,684507600
4/6/2010,8.507143,8.58,8.464286,8.555,7.251901,447017200
4/7/2010,8.555357,8.64,8.523571,8.592857,7.283989,628502000
4/8/2010,8.587143,8.626429,8.501429,8.569643,7.264313,572989200
4/9/2010,8.6225,8.638929,8.587857,8.635357,7.320016,334182800
4/12/2010,8.65,8.681071,8.636071,8.653214,7.335152,333026400
4/13/2010,8.637857,8.671429,8.611071,8.658214,7.339394,306210800
4/14/2010,8.76,8.778929,8.716786,8.774643,7.438086,404076400
4/15/2010,8.777857,8.893929,8.768214,8.89,7.535874,376784800
4/16/2010,8.8775,8.969286,8.733929,8.835714,7.489856,750545600
4/19/2010,8.8225,8.853214,8.634643,8.823929,7.479863,566924400
4/20/2010,8.876429,8.901786,8.677143,8.735357,7.404784,738326400
4/21/2010,9.242857,9.294643,9.133214,9.257857,7.847701,982391200
4/22/2010,9.222857,9.526786,9.15,9.516786,8.067184,793424800
4/23/2010,9.571071,9.720714,9.535714,9.6725,8.199182,796955600
4/26/2010,9.71,9.730714,9.578214,9.625,8.158916,479068800
4/27/2010,9.545357,9.565714,9.304286,9.358571,7.933072,709343600
4/28/2010,9.401786,9.428571,9.1575,9.342857,7.919751,758402400
4/29/2010,9.393571,9.642857,9.3575,9.594286,8.132884,558840800
4/30/2010,9.618214,9.663214,9.321429,9.324643,7.904311,542463600
5/3/2010,9.422857,9.567143,9.388571,9.5125,8.063556,454342000
5/4/2010,9.388929,9.403214,9.169643,9.238571,7.831349,723819600
5/5/2010,9.036786,9.219286,8.883214,9.1425,7.749913,883103200
5/6/2010,9.065357,9.223214,7.116071,8.794643,7.455041,1285860800
5/7/2010,8.703929,8.806071,8.043214,8.423571,7.140491,1676018400
5/10/2010,8.9375,9.094643,8.876071,9.071071,7.689363,984306400
5/11/2010,8.994286,9.281786,8.946429,9.161429,7.765957,848906800
5/12/2010,9.258571,9.3975,9.239286,9.360357,7.934583,654379600
5/13/2010,9.400714,9.464286,9.157143,9.227143,7.821667,599712400
5/14/2010,9.112857,9.16,8.910714,9.065,7.684216,759362800
5/17/2010,9.096429,9.149286,8.846786,9.079286,7.696326,762834800
5/18/2010,9.177857,9.233929,8.937857,9.012857,7.640015,782678400
5/19/2010,8.910714,9.032857,8.744643,8.869286,7.518315,1025726800
5/20/2010,8.638571,8.708929,8.436071,8.491429,7.198015,1282915200
5/21/2010,8.315,8.732143,8.2625,8.654286,7.336061,1223891200
5/24/2010,8.831429,8.960714,8.795,8.812857,7.470481,754238800
5/25/2010,8.548214,8.812857,8.47,8.757857,7.423858,1048006400
5/26/2010,8.931429,9.004643,8.705357,8.718214,7.390255,850654000
5/27/2010,8.95,9.0675,8.896786,9.048214,7.66999,666282400
5/28/2010,9.263929,9.264286,9.048214,9.174286,7.776859,815614800
6/1/2010,9.274643,9.497857,9.248571,9.315357,7.896442,876472800
6/2/2010,9.447857,9.457143,9.2975,9.426786,7.990896,688548000
6/3/2010,9.470714,9.483929,9.300357,9.397143,7.965767,650106800
6/4/2010,9.221786,9.353571,9.093929,9.141429,7.749002,758304400
6/7/2010,9.224643,9.255357,8.948214,8.962143,7.597027,886942000
6/8/2010,9.044286,9.064286,8.773214,8.904643,7.548285,1000770400
6/9/2010,8.981071,8.996429,8.660357,8.685714,7.362703,854630000
6/10/2010,8.744286,8.963571,8.65,8.946786,7.584011,776356000
6/11/2010,8.865357,9.066429,8.834643,9.053929,7.67483,545759200
6/14/2010,9.141429,9.255357,9.071786,9.081429,7.698142,602960400
6/15/2010,9.13,9.280357,9.125,9.274643,7.861927,585074000
6/16/2010,9.325,9.5625,9.308214,9.544643,8.090804,783678000
6/17/2010,9.664286,9.746429,9.625,9.709643,8.230673,872855200
6/18/2010,9.723214,9.821429,9.693571,9.788214,8.297273,784621600
6/21/2010,9.9175,9.964643,9.5975,9.648929,8.179203,776490400
6/22/2010,9.72,9.856071,9.696429,9.780357,8.29061,717262000
6/23/2010,9.806429,9.809286,9.567857,9.6775,8.203421,768457200
6/24/2010,9.678571,9.757143,9.575,9.607143,8.143782,714277200
6/25/2010,9.645,9.6525,9.493214,9.525,8.074147,549942400
6/28/2010,9.533214,9.633929,9.447143,9.582143,8.122586,584948000
6/29/2010,9.432857,9.4425,9.082143,9.148929,7.755362,1133344800
6/30/2010,9.168214,9.213214,8.928929,8.983214,7.614888,739452000
7/1/2010,9.082143,9.1,8.686429,8.874286,7.522552,1022896000
7/2/2010,8.946071,8.961786,8.685714,8.819286,7.475929,693842800
7/6/2010,8.964286,9.028571,8.791429,8.879643,7.527091,615235600
7/7/2010,8.946071,9.241786,8.919643,9.238214,7.831046,654556000
7/8/2010,9.374286,9.389286,9.103214,9.2175,7.813485,738144400
7/9/2010,9.174643,9.282143,9.112857,9.272143,7.859812,433322400
7/12/2010,9.233214,9.351786,9.102143,9.188929,7.789267,562878400
7/13/2010,9.154286,9.157143,8.801071,8.992857,7.623065,1190924000
7/14/2010,8.906429,9.135714,8.892857,9.026071,7.651217,812047600
7/15/2010,8.865357,9.1775,8.832143,8.980357,7.612471,824866000
7/16/2010,9.042143,9.106071,8.871786,8.925,7.565544,1039858400
7/19/2010,8.924286,8.924286,8.557143,8.770714,7.43476,1024478000
7/20/2010,8.675,9.032143,8.571786,8.996071,7.625788,1074950800
7/21/2010,9.4675,9.469643,9.071429,9.08,7.696934,1185671200
7/22/2010,9.202857,9.285714,9.118214,9.250714,7.841641,645318800
7/23/2010,9.181786,9.299286,9.152857,9.283571,7.869498,533388800
7/26/2010,9.285714,9.289286,9.203929,9.26,7.849517,420551600
7/27/2010,9.316786,9.457143,9.296429,9.431429,7.994833,584771600
7/28/2010,9.416786,9.499643,9.294643,9.32,7.900374,519985200
7/29/2010,9.311071,9.380357,9.146429,9.218214,7.814094,643806800
7/30/2010,9.138929,9.275,9.103571,9.1875,7.788056,448210000
8/2/2010,9.301429,9.378214,9.272143,9.351786,7.927319,428055600
8/3/2010,9.321786,9.402143,9.265,9.354643,7.929739,417653600
8/4/2010,9.387143,9.438571,9.296786,9.392143,7.961531,420375200
8/5/2010,9.3475,9.399286,9.305357,9.346429,7.922776,289097200
8/6/2010,9.277857,9.338929,9.201071,9.288929,7.874036,444897600
8/9/2010,9.338571,9.3625,9.270357,9.348214,7.92429,303128000
8/10/2010,9.280357,9.301786,9.198214,9.264643,7.853451,451920000
8/11/2010,9.121429,9.131786,8.921786,8.935357,7.574322,620054400
8/12/2010,8.810357,9.039286,8.79,8.9925,7.622762,534920400
8/13/2010,8.9875,8.995714,8.896071,8.896429,7.541323,354869200
8/16/2010,8.842143,8.928929,8.807857,8.844286,7.497125,318430000
8/17/2010,8.931429,9.093929,8.9,8.998929,7.628209,422640400
8/18/2010,9.012857,9.095357,8.985,9.038214,7.661511,339696000
8/19/2010,9.03,9.052857,8.881429,8.924286,7.564937,426706000
8/20/2010,8.906786,9.068571,8.892857,8.915714,7.557672,384230000
8/23/2010,8.9925,9,8.758929,8.778571,7.441417,414041600
8/24/2010,8.666786,8.678571,8.523214,8.568929,7.263707,602565600
8/25/2010,8.501429,8.713929,8.471429,8.674643,7.353319,596867600
8/26/2010,8.766071,8.776786,8.581429,8.581429,7.274304,466505200
8/27/2010,8.633929,8.664643,8.412857,8.629286,7.314871,548391200
8/30/2010,8.598571,8.776786,8.595714,8.660714,7.341511,383289200
8/31/2010,8.6375,8.734286,8.583929,8.682143,7.359676,420786800
9/1/2010,8.838214,8.980714,8.795714,8.940357,7.57856,697037600
9/2/2010,8.973571,9.006071,8.8775,9.006071,7.634264,415427600
9/3/2010,9.110357,9.242143,9.089286,9.241786,7.834074,520788800
9/7/2010,9.165714,9.268929,9.151786,9.2075,7.805011,342557600
9/8/2010,9.277857,9.4425,9.253571,9.39,7.959713,526551200
9/9/2010,9.465714,9.518571,9.39,9.395357,7.964252,438575200
9/10/2010,9.399643,9.446429,9.335714,9.4075,7.974546,387542400
9/13/2010,9.493571,9.581429,9.491429,9.537143,8.084442,388780000
9/14/2010,9.5075,9.613214,9.482857,9.573571,8.11532,408150400
9/15/2010,9.5775,9.656429,9.565714,9.650714,8.180717,429368800
9/16/2010,9.651429,9.881071,9.625,9.8775,8.372953,652103200
9/17/2010,9.9175,9.927143,9.774286,9.834643,8.336627,634477200
9/20/2010,9.86,10.135,9.851786,10.115357,8.574585,658677600
9/21/2010,10.137857,10.2625,10.099643,10.134643,8.590933,668074400
9/22/2010,10.096786,10.285,10.086071,10.276786,8.711423,585289600
9/23/2010,10.226071,10.455714,10.214286,10.318571,8.746842,786116800
9/24/2010,10.432143,10.483214,10.376786,10.44,8.849777,649488000
9/27/2010,10.499286,10.526071,10.393214,10.398571,8.814657,482834800
9/28/2010,10.420357,10.420357,9.821429,10.245,8.684482,1035042400
9/29/2010,10.258214,10.350357,10.214286,10.263214,8.69992,469644000
9/30/2010,10.321429,10.357143,10.044643,10.133929,8.590327,673391600
10/1/2010,10.219643,10.235,10.048214,10.09,8.553086,448142800
10/4/2010,10.057143,10.103571,9.920357,9.951429,8.435627,435302000
10/5/2010,10.071429,10.3375,10.065,10.319286,8.747451,501967200
10/6/2010,10.3425,10.428214,10.187857,10.328214,8.75502,670868800
10/7/2010,10.369286,10.374286,10.246786,10.329286,8.755926,408399600
10/8/2010,10.418214,10.517857,10.357143,10.5025,8.902755,658403200
10/11/2010,10.526429,10.615714,10.521429,10.548571,8.94181,427753200
10/12/2010,10.550357,10.696429,10.446071,10.662143,9.038078,558544000
10/13/2010,10.721429,10.784286,10.707143,10.719286,9.086521,630092400
10/14/2010,10.774643,10.8025,10.728571,10.796786,9.152216,435296400
10/15/2010,10.98,11.25,10.889643,11.240714,9.528522,922194000
10/18/2010,11.373929,11.392857,11.224643,11.357143,9.62722,1093010800
10/19/2010,10.835714,11.206071,10.715,11.053214,9.369586,1232784000
10/20/2010,11.035714,11.223214,10.959643,11.090357,9.401072,721624400
10/21/2010,11.155714,11.240714,10.957143,11.054286,9.370494,551460000
10/22/2010,11.038214,11.072857,10.939286,10.981071,9.30843,372778000
10/25/2010,11.038929,11.128571,11.015714,11.03,9.349903,392462000
10/26/2010,10.959643,11.062143,10.916071,11.001786,9.325989,392929600
10/27/2010,10.9875,11.067857,10.914286,10.993929,9.319332,399002800
10/28/2010,10.998214,11,10.746429,10.901429,9.24092,551051200
10/29/2010,10.865357,10.924286,10.745357,10.749286,9.111949,430511200
11/1/2010,10.793571,10.914286,10.792857,10.863571,9.208827,423889200
11/2/2010,10.964286,11.078214,10.964286,11.048571,9.365649,433930000
11/3/2010,11.120357,11.174286,11.018929,11.171429,9.469794,508348400
11/4/2010,11.266071,11.435,11.251071,11.366786,9.635393,642488000
11/5/2010,11.356786,11.413214,11.3125,11.326071,9.600881,361253200
11/8/2010,11.328571,11.420357,11.312857,11.379286,9.645988,281758400
11/9/2010,11.466071,11.475,11.232143,11.288571,9.569095,383544000
11/10/2010,11.308571,11.384643,11.198214,11.358214,9.62813,384227200
11/11/2010,11.25,11.371429,11.223214,11.308929,9.586349,361284000
11/12/2010,11.285714,11.303571,10.843929,11.001071,9.325384,795846800
11/15/2010,11.016429,11.090714,10.938214,10.965714,9.295413,403606000
11/16/2010,10.918571,10.985714,10.69,10.771071,9.130417,657650000
11/17/2010,10.757143,10.856786,10.634286,10.732143,9.09742,479449600
11/18/2010,10.9,11.059643,10.881786,11.015357,9.337493,494491200
11/19/2010,10.998929,11.014286,10.901429,10.954643,9.286031,384843200
11/22/2010,10.952857,11.191429,10.923929,11.191429,9.48675,393075200
11/23/2010,11.0875,11.133929,10.948571,11.026071,9.346579,519447600
11/24/2010,11.142857,11.264286,11.133929,11.242857,9.530344,413725200
11/26/2010,11.205,11.346429,11.176429,11.25,9.536395,237585600
11/29/2010,11.267857,11.338571,11.120714,11.316786,9.593011,445785200
11/30/2010,11.197857,11.227143,11.1025,11.1125,9.419846,501858000
12/1/2010,11.259643,11.348214,11.25,11.3,9.578782,461750800
12/2/2010,11.340357,11.392857,11.246071,11.3625,9.63176,462837200
12/3/2010,11.321786,11.380357,11.297857,11.337143,9.610267,342092800
12/6/2010,11.38,11.511786,11.372143,11.433929,9.69231,448481600
12/7/2010,11.564286,11.571071,11.361429,11.364643,9.633579,391454000
12/8/2010,11.415357,11.465,11.325357,11.464643,9.718348,321935600
12/9/2010,11.504643,11.517857,11.393571,11.42,9.680502,294151200
12/10/2010,11.416071,11.466071,11.378571,11.448571,9.704724,262511200
12/13/2010,11.584643,11.609286,11.464286,11.488214,9.738324,439815600
12/14/2010,11.490357,11.519286,11.392857,11.438929,9.69655,351008000
12/15/2010,11.428571,11.535714,11.399643,11.441429,9.698668,417312000
12/16/2010,11.4675,11.521786,11.432143,11.473214,9.725609,322030800
12/17/2010,11.486786,11.4925,11.436786,11.450357,9.706237,386929200
12/20/2010,11.485714,11.544643,11.365357,11.5075,9.754675,385610400
12/21/2010,11.535714,11.585357,11.501786,11.578571,9.81492,256354000
12/22/2010,11.584286,11.632857,11.555357,11.612857,9.843982,265921600
12/23/2010,11.607143,11.6125,11.541786,11.557143,9.796756,223157200
12/27/2010,11.530357,11.622857,11.482857,11.595714,9.829454,249816000
12/28/2010,11.639643,11.666429,11.609286,11.623929,9.853367,175924000
12/29/2010,11.650714,11.658929,11.610714,11.6175,9.847919,163139200
12/30/2010,11.624286,11.625357,11.5375,11.559286,9.798573,157494400
12/31/2010,11.533929,11.552857,11.475357,11.52,9.765269,193508000
1/3/2011,11.63,11.795,11.601429,11.770357,9.977492,445138400
1/4/2011,11.872857,11.875,11.719643,11.831786,10.029564,309080800
1/5/2011,11.769643,11.940714,11.767857,11.928571,10.111611,255519600
1/6/2011,11.954286,11.973214,11.889286,11.918929,10.103437,300428800
1/7/2011,11.928214,12.0125,11.853571,12.004286,10.17579,311931200
1/10/2011,12.101071,12.258214,12.041786,12.230357,10.367428,448560000
1/11/2011,12.317143,12.32,12.123929,12.201429,10.342905,444108000
1/12/2011,12.258929,12.301071,12.214286,12.300714,10.427064,302590400
1/13/2011,12.327143,12.38,12.280357,12.345714,10.465209,296780400
1/14/2011,12.353214,12.445714,12.301429,12.445714,10.549984,308840000
1/18/2011,11.768571,12.312857,11.642857,12.166071,10.312933,1880998000
1/19/2011,12.441071,12.45,12.031429,12.101429,10.258135,1135612800
1/20/2011,12.015357,12.082143,11.79,11.881429,10.071649,764789200
1/21/2011,11.920357,11.96,11.665357,11.668571,9.891211,754401200
1/24/2011,11.673929,12.051786,11.668571,12.051786,10.216053,574683200
1/25/2011,12.011786,12.194286,11.948929,12.192857,10.335637,546868000
1/26/2011,12.248571,12.342857,12.196429,12.280357,10.409806,506875600
1/27/2011,12.277857,12.310357,12.243929,12.2575,10.390433,285026000
1/28/2011,12.291786,12.3,11.911786,12.003571,10.175184,592057200
1/31/2011,11.992857,12.144286,11.939286,12.118571,10.272671,377246800
2/1/2011,12.189286,12.344643,12.177857,12.3225,10.445534,426633200
2/2/2011,12.301786,12.330357,12.269643,12.297143,10.424035,258955200
2/3/2011,12.278571,12.294286,12.091071,12.265714,10.3974,393797600
2/4/2011,12.272857,12.382143,12.268214,12.375,10.490034,321840400
2/7/2011,12.424643,12.616071,12.415714,12.567143,10.652915,485021600
2/8/2011,12.631429,12.697143,12.576786,12.685714,10.753421,381040800
2/9/2011,12.685357,12.821429,12.673929,12.791429,10.843034,482745200
2/10/2011,12.763929,12.857143,12.428571,12.662143,10.733441,928550000
2/11/2011,12.669643,12.778571,12.626429,12.744643,10.803373,367572800
2/14/2011,12.7425,12.838571,12.739643,12.827857,10.873914,310416400
2/15/2011,12.828214,12.856071,12.769643,12.853571,10.895708,284174800
2/16/2011,12.885714,13.032143,12.875,12.968929,10.993499,481157600
2/17/2011,12.758929,12.866786,12.732857,12.796429,10.847275,530583200
2/18/2011,12.811071,12.839286,12.482857,12.52,10.612951,816057200
2/22/2011,12.219643,12.335714,12.061429,12.093214,10.251174,872555600
2/23/2011,12.098929,12.308571,12.093214,12.236429,10.37257,671854400
2/24/2011,12.286429,12.326786,12.084643,12.245714,10.380445,499900800
2/25/2011,12.330714,12.443929,12.314286,12.434286,10.540294,380018800
2/28/2011,12.544286,12.680357,12.54,12.614643,10.693177,403074000
3/1/2011,12.695357,12.704286,12.417143,12.475357,10.57511,456136800
3/2/2011,12.498571,12.655357,12.442857,12.575714,10.660179,602590800
3/3/2011,12.756786,12.849643,12.711429,12.841429,10.885422,500788400
3/4/2011,12.859643,12.8675,12.776786,12.857143,10.898739,453266800
3/7/2011,12.907143,12.916786,12.546786,12.691429,10.758267,546123200
3/8/2011,12.675357,12.764286,12.580357,12.705714,10.770377,356316800
3/9/2011,12.6675,12.67,12.521429,12.588214,10.670773,453306000
3/10/2011,12.468571,12.491786,12.317857,12.381071,10.495183,507539200
3/11/2011,12.333214,12.582857,12.321429,12.571071,10.656242,471080400
3/14/2011,12.613571,12.731429,12.546786,12.627143,10.703773,435957200
3/15/2011,12.217857,12.422857,12.146429,12.336786,10.457644,721081200
3/16/2011,12.214286,12.25,11.652143,11.786071,9.990813,1162011200
3/17/2011,12.029643,12.128929,11.809286,11.951429,10.130986,659422400
3/18/2011,12.040357,12.078571,11.785714,11.809643,10.010797,753214000
3/21/2011,11.999643,12.133571,11.973571,12.117857,10.272068,409402000
3/22/2011,12.234286,12.236429,12.112143,12.185714,10.329583,325922800
3/23/2011,12.117143,12.150714,11.998214,12.113929,10.26873,372996400
3/24/2011,12.208929,12.357143,12.102143,12.320357,10.443721,404712000
3/25/2011,12.431071,12.573571,12.393571,12.555,10.642622,448910000
3/28/2011,12.6125,12.654286,12.515714,12.515714,10.609323,309355200
3/29/2011,12.416429,12.534286,12.359286,12.534286,10.625059,352900800
3/30/2011,12.522857,12.531429,12.408571,12.451071,10.554524,329406000
3/31/2011,12.37,12.492857,12.359286,12.446786,10.550885,274019200
4/1/2011,12.539643,12.556786,12.260714,12.305714,10.431306,418661600
4/4/2011,12.296786,12.307143,12.085714,12.185357,10.329279,460084800
4/5/2011,12.035357,12.223214,12,12.103214,10.25965,482731200
4/6/2011,12.186429,12.282143,12.040714,12.072857,10.233912,402539200
4/7/2011,12.075,12.158214,12.001071,12.074286,10.235126,373447200
4/8/2011,12.14,12.148214,11.926786,11.966429,10.143699,377535200
4/11/2011,11.930714,11.988214,11.786429,11.814286,10.014729,398946800
4/12/2011,11.803214,11.918929,11.792857,11.871429,10.063169,425639200
4/13/2011,11.965,12.005,11.875714,12.004643,10.176097,346220000
4/14/2011,11.957143,12,11.859286,11.872143,10.063774,301800800
4/15/2011,11.903571,11.915714,11.671429,11.695,9.913614,453605600
4/18/2011,11.646429,11.865357,11.434286,11.851786,10.046517,609898800
4/19/2011,11.896429,12.070714,11.846786,12.066429,10.228467,419378400
4/20/2011,12.268214,12.348214,12.196429,12.228929,10.366219,700666400
4/21/2011,12.678571,12.683214,12.447143,12.525,10.617191,753810400
4/25/2011,12.512143,12.633929,12.510714,12.6075,10.687121,266546000
4/26/2011,12.629286,12.678214,12.476786,12.515,10.608715,338800000
4/27/2011,12.58,12.583929,12.396429,12.505357,10.600539,356213200
4/28/2011,12.363929,12.491071,12.34,12.383929,10.497607,360959200
4/29/2011,12.385,12.641071,12.381071,12.504643,10.599934,1006345200
5/2/2011,12.490714,12.516786,12.339286,12.367143,10.48338,442713600
5/3/2011,12.428214,12.496071,12.343571,12.435714,10.5415,313348000
5/4/2011,12.437857,12.565357,12.388571,12.484643,10.58298,389250400
5/5/2011,12.442857,12.533929,12.358929,12.383929,10.497607,335969200
5/6/2011,12.488929,12.5,12.364643,12.380714,10.494884,280134400
5/9/2011,12.423571,12.471429,12.376071,12.414286,10.523341,204747200
5/10/2011,12.460357,12.488929,12.380714,12.480357,10.579345,282091600
5/11/2011,12.465,12.5,12.33,12.401071,10.512136,336000000
5/12/2011,12.361429,12.397143,12.223929,12.3775,10.492157,322000000
5/13/2011,12.345,12.366071,12.155357,12.160714,10.30839,326116000
5/16/2011,12.114286,12.186429,11.878571,11.903571,10.090416,449775200
5/17/2011,11.857143,12.005,11.811786,12.005,10.176394,452334400
5/18/2011,12.016786,12.180357,12,12.138214,10.289316,334776400
5/19/2011,12.217143,12.228929,12.095357,12.161786,10.309299,261170000
5/20/2011,12.127143,12.176786,11.965,11.972143,10.148541,337968400
5/23/2011,11.784643,11.999286,11.765,11.942857,10.123721,383600000
5/24/2011,11.982143,11.996429,11.833571,11.863929,10.056814,321927200
5/25/2011,11.908214,12.091429,11.8875,12.027857,10.195772,294224000
5/26/2011,11.998929,12.031786,11.943929,11.964286,10.141879,222560800
5/27/2011,11.957143,12.058214,11.939643,12.050357,10.214842,203599200
5/31/2011,12.182143,12.4225,12.178571,12.4225,10.530303,417754400
6/1/2011,12.459643,12.576071,12.308929,12.339643,10.460067,554682800
6/2/2011,12.375,12.427857,12.296429,12.360714,10.477926,338783200
6/3/2011,12.256429,12.333214,12.214643,12.265714,10.3974,313250000
6/6/2011,12.346429,12.394643,12.064643,12.072857,10.233912,461941200
6/7/2011,12.0775,12.079286,11.853571,11.858571,10.05227,529785200
6/8/2011,11.849286,11.957143,11.808929,11.865714,10.058329,333723600
6/9/2011,11.901786,11.916786,11.8125,11.838929,10.035619,275088800
6/10/2011,11.805357,11.845,11.625357,11.639286,9.866387,433955200
6/13/2011,11.685714,11.725357,11.609643,11.664286,9.887577,329473200
6/14/2011,11.785714,11.901786,11.761071,11.872857,10.064381,334569200
6/15/2011,11.776786,11.796429,11.602857,11.669643,9.892121,399196000
6/16/2011,11.675,11.738571,11.368929,11.612857,9.843982,510591200
6/17/2011,11.749643,11.758929,11.405714,11.437857,9.695637,615020000
6/20/2011,11.334286,11.346429,11.089286,11.261429,9.546085,640645600
6/21/2011,11.31,11.635714,11.257143,11.617857,9.848224,493382400
6/22/2011,11.612857,11.746429,11.513571,11.521786,9.766785,390583200
6/23/2011,11.390714,11.846071,11.361429,11.829643,10.027748,559759200
6/24/2011,11.834643,11.898214,11.610357,11.655357,9.880011,439807200
6/27/2011,11.699643,11.925,11.6875,11.858571,10.05227,339813600
6/28/2011,11.916071,12.025,11.908571,11.973571,10.149752,294299600
6/29/2011,12.001429,12.013214,11.852857,11.93,10.112819,352545200
6/30/2011,11.953571,12.004643,11.887143,11.988214,10.162166,322954800
7/1/2011,11.998214,12.267857,11.935714,12.259286,10.391948,435313200
7/5/2011,12.25,12.493929,12.232143,12.479643,10.578741,355054000
7/6/2011,12.4625,12.646429,12.3825,12.562857,10.64928,444626000
7/7/2011,12.666786,12.785714,12.642857,12.757143,10.813972,399663600
7/8/2011,12.619286,12.857143,12.578571,12.846786,10.889961,489633200
7/11/2011,12.726429,12.848929,12.600714,12.642857,10.717093,442674400
7/12/2011,12.626071,12.774286,12.450714,12.633929,10.709528,451609200
7/13/2011,12.7975,12.857143,12.727857,12.786429,10.838796,391638800
7/14/2011,12.893214,12.914643,12.726429,12.7775,10.831227,430533600
7/15/2011,12.898929,13.035714,12.8275,13.032857,11.047688,484467200
7/18/2011,13.051071,13.380357,13.045714,13.35,11.316522,572653200
7/19/2011,13.5,13.523214,13.332857,13.458929,11.408861,819145600
7/20/2011,14.147143,14.1525,13.785714,13.817857,11.713118,941340400
