Date,Open,High,Low,Close,Adj Close,Volume
2/20/2013,16.346071,16.346071,16.02857,16.030357,13.789184,476302400
2/21/2013,15.928571,16.041786,15.815,15.930714,13.70347,447182400
2/22/2013,16.044643,16.128571,15.95,16.100357,13.849396,330654800
2/25/2013,16.208929,16.254286,15.806071,15.814286,13.603317,372579200
2/26/2013,15.850714,16.126429,15.630714,16.034643,13.792869,501499600
2/27/2013,16.015356,16.158571,15.7375,15.8775,13.657694,587350400
2/28/2013,15.858929,15.995357,15.764286,15.764286,13.560308,322515200
3/1/2013,15.642857,15.649286,15.356429,15.373929,13.224527,552448400
3/4/2013,15.278571,15.292857,14.964286,15.001786,12.904415,582755600
3/5/2013,15.052857,15.5425,15.026786,15.397857,13.245111,638433600
3/6/2013,15.518214,15.544643,15.158214,15.202143,13.076759,460250000
3/7/2013,15.160714,15.428929,15.037857,15.377857,13.227908,468473600
3/8/2013,15.35,15.551071,15.3075,15.418571,13.26293,391482000
3/11/2013,15.348214,15.678929,15.183571,15.638214,13.451864,474236000
3/12/2013,15.557143,15.674286,15.270357,15.301071,13.161858,465911600
3/13/2013,15.301786,15.517857,15.191429,15.298214,13.159399,405549200
3/14/2013,15.458214,15.522857,15.373214,15.446429,13.286893,303875600
3/15/2013,15.640357,15.865357,15.616071,15.845,13.629739,643960800
3/18/2013,15.766071,16.337856,15.757143,16.275715,14.000236,606197200
3/19/2013,16.410713,16.463215,16.017857,16.231787,13.962449,526775200
3/20/2013,16.33643,16.343929,16.056786,16.145714,13.888411,308660800
3/21/2013,16.079287,16.356428,16.075001,16.168928,13.908382,383255600
3/22/2013,16.235001,16.503571,16.182501,16.496786,14.1904,395105200
3/25/2013,16.596071,16.78393,16.492144,16.556429,14.241707,501135600
3/26/2013,16.622856,16.637142,16.4475,16.469286,14.166747,294294000
3/27/2013,16.302143,16.314285,16.0975,16.145714,13.888411,331237200
3/28/2013,16.065001,16.136429,15.772143,15.809286,13.599016,442839600
4/1/2013,15.782143,15.846429,15.276429,15.318214,13.1766,389732000
4/2/2013,15.271429,15.647857,15.228571,15.349643,13.203638,529519200
4/3/2013,15.406071,15.617143,15.368214,15.428214,13.271221,363216000
4/4/2013,15.491429,15.535714,15.1875,15.275714,13.140045,358447600
4/5/2013,15.160714,15.176786,14.988571,15.114286,13.001184,383695200
4/8/2013,15.173214,15.267857,15.088929,15.221786,13.093654,300829200
4/9/2013,15.227143,15.303571,15.098214,15.249286,13.117311,306614000
4/10/2013,15.289286,15.609286,15.214643,15.560357,13.384891,375928000
4/11/2013,15.49,15.6425,15.4,15.511786,13.343111,328364400
4/12/2013,15.505357,15.505357,15.324643,15.35,13.203942,238613200
4/15/2013,15.25,15.281786,14.983929,14.994643,12.89827,317520000
4/16/2013,15.056071,15.236071,15.020357,15.222857,13.094574,305771200
4/17/2013,15.009643,15.021429,14.218214,14.385714,12.374475,945056000
4/18/2013,14.463929,14.4925,13.919286,14.001786,12.044222,666299200
4/19/2013,13.856071,14.271429,13.753571,13.9475,11.997526,609274400
4/22/2013,14.022857,14.364286,13.973929,14.238214,12.247593,429920400
4/23/2013,14.428214,14.585,14.243214,14.504643,12.476779,664238400
4/24/2013,14.055,14.830357,14.017857,14.480714,12.456187,969651200
4/25/2013,14.686786,14.783571,14.535714,14.585,12.545897,384837600
4/26/2013,14.636071,14.956071,14.580357,14.9,12.816854,764097600
4/29/2013,15.016071,15.486429,15,15.361429,13.213774,640326400
4/30/2013,15.539286,15.901786,15.431071,15.813571,13.602707,691538400
5/1/2013,15.873571,15.890357,15.513929,15.688929,13.495487,506909200
5/2/2013,15.777857,16.02107,15.736786,15.911429,13.686881,421828400
5/3/2013,16.118214,16.186787,16.041071,16.070715,13.823895,361300800
5/6/2013,16.275356,16.507143,16.225357,16.45393,14.153535,496641600
5/7/2013,16.606071,16.633928,16.203571,16.380714,14.090554,483753200
5/8/2013,16.394285,16.620358,16.278929,16.565714,14.249691,472598000
5/9/2013,16.421785,16.535713,16.270714,16.313213,14.125373,398487600
5/10/2013,16.356071,16.418215,16.088572,16.1775,14.00786,334852000
5/13/2013,16.125357,16.353571,16.125,16.240713,14.062599,316948800
5/14/2013,16.208929,16.257143,15.791071,15.852143,13.726144,447118000
5/15/2013,15.684286,15.75,15.084286,15.316071,13.261964,741613600
5/16/2013,15.115714,15.6375,14.960714,15.520714,13.439163,603204000
5/17/2013,15.680357,15.7175,15.393214,15.473571,13.398339,427904400
5/20/2013,15.425357,15.921429,15.360714,15.818929,13.697382,451578400
5/21/2013,15.648214,15.91,15.507143,15.702143,13.596257,456022000
5/22/2013,15.858929,16.012501,15.650714,15.7625,13.648521,443038400
5/23/2013,15.569643,15.934286,15.563929,15.790714,13.67295,353021200
5/24/2013,15.744643,15.916429,15.727143,15.898214,13.766036,276166800
5/28/2013,16.067858,16.111071,15.744643,15.765714,13.6513,386145200
5/29/2013,15.714286,15.982143,15.692857,15.891071,13.759848,330576400
5/30/2013,15.916071,16.232143,15.875357,16.127857,13.964876,353519600
5/31/2013,16.160713,16.325001,16.053572,16.061787,13.907668,384302800
6/3/2013,16.0975,16.155714,15.802857,16.097143,13.938285,372352400
6/4/2013,16.186428,16.229643,15.978214,16.046785,13.89468,292728800
6/5/2013,15.916071,16.097143,15.846786,15.896786,13.764796,290589600
6/6/2013,15.909643,15.964286,15.501786,15.659286,13.559147,416934000
6/7/2013,15.589286,15.83,15.456071,15.778929,13.662745,404535600
6/10/2013,15.883214,16.03857,15.6,15.674643,13.572445,450153200
6/11/2013,15.562143,15.812857,15.475714,15.628571,13.532556,286112400
6/12/2013,15.696429,15.758929,15.410714,15.435357,13.365251,265227200
6/13/2013,15.446429,15.612143,15.3125,15.57,13.481834,285832400
6/14/2013,15.55,15.581786,15.303571,15.358929,13.299072,271866000
6/17/2013,15.408571,15.560714,15.37,15.428571,13.359378,259414400
6/18/2013,15.412857,15.532143,15.364643,15.420357,13.352262,195025600
6/19/2013,15.407143,15.416429,15.107143,15.107143,13.081057,310940000
6/20/2013,14.975,15.213571,14.8275,14.887143,12.890561,357310800
6/21/2013,14.946071,15,14.575,14.767857,12.787271,481118400
6/24/2013,14.55,14.595,14.216071,14.376429,12.44834,480746000
6/25/2013,14.489286,14.563929,14.243929,14.379643,12.451126,314162800
6/26/2013,14.425,14.456786,14.130714,14.216786,12.31011,367724000
6/27/2013,14.258929,14.335357,14.055,14.063571,12.177442,337246000
6/28/2013,13.977143,14.295357,13.888214,14.161786,12.262483,578516400
7/1/2013,14.381786,14.723929,14.329286,14.615,12.65492,391053600
7/2/2013,14.641429,15.058214,14.623929,14.946071,12.941587,469865200
7/3/2013,15.030714,15.106429,14.908929,15.028571,13.01302,240928800
7/5/2013,15.013929,15.1175,14.833929,14.907857,12.908495,274024800
7/8/2013,15.003929,15.035714,14.666071,14.823214,12.835205,298138400
7/9/2013,14.771429,15.125,14.656429,15.083929,13.060955,352584400
7/10/2013,14.985714,15.171429,14.9375,15.026071,13.010858,281405600
7/11/2013,15.105357,15.294643,15.041786,15.260357,13.213722,326292400
7/12/2013,15.273214,15.349643,15.121786,15.2325,13.189602,279563200
7/15/2013,15.178929,15.409286,15.171429,15.265714,13.21836,241917200
7/16/2013,15.232857,15.3825,15.148929,15.364286,13.303713,216538000
7/17/2013,15.346429,15.436429,15.293571,15.368214,13.307115,198990400
7/18/2013,15.477857,15.531071,15.378929,15.42,13.351957,218878800
7/19/2013,15.467857,15.499286,15.155357,15.176786,13.141358,268721600
7/22/2013,15.337857,15.348214,15.195357,15.225357,13.183416,207796400
7/23/2013,15.214286,15.248571,14.953929,14.963929,12.957049,369395600
7/24/2013,15.676071,15.878214,15.545,15.7325,13.622541,591936800
7/25/2013,15.739286,15.764286,15.564643,15.660714,13.560387,229493600
7/26/2013,15.546429,15.751429,15.512143,15.749643,13.637386,200152400
7/29/2013,15.742857,16.071072,15.721429,15.9925,13.847674,248057600
7/30/2013,16.07,16.326786,16.043928,16.190001,14.018683,309422400
7/31/2013,16.249643,16.33357,16.051071,16.161785,13.994254,322957600
8/1/2013,16.276787,16.314285,16.187857,16.309999,14.122593,206250800
8/2/2013,16.3575,16.530357,16.309286,16.519285,14.30381,274783600
8/5/2013,16.596071,16.809643,16.505358,16.766071,14.517501,318855600
8/6/2013,16.715,16.853214,16.506071,16.616072,14.387617,334857600
8/7/2013,16.564285,16.678572,16.491785,16.606428,14.379264,298858000
8/8/2013,16.566429,16.575001,16.355356,16.464643,14.350627,255777200
8/9/2013,16.379999,16.445,16.201786,16.230356,14.14642,266865200
8/12/2013,16.316429,16.737499,16.308214,16.691429,14.548293,364434000
8/13/2013,16.819286,17.66643,16.71607,17.484644,15.239664,881941200
8/14/2013,17.781429,18.008928,17.621429,17.803572,15.517641,756372400
8/15/2013,17.729286,17.942858,17.467142,17.782499,15.499278,490294000
8/16/2013,17.862499,17.962143,17.816429,17.940357,15.636862,362306000
8/19/2013,18.012142,18.347857,18,18.133572,15.805273,510518400
8/20/2013,18.20393,18.234644,17.886429,17.895357,15.597643,358688400
8/21/2013,17.985357,18.112499,17.9,17.941429,15.637797,335879600
8/22/2013,18.035,18.056786,17.792856,17.962856,15.656478,244207600
8/23/2013,17.973928,17.976786,17.833929,17.893572,15.596087,222731600
8/26/2013,17.883928,18.22143,17.875,17.963215,15.656787,330965600
8/27/2013,17.785713,17.946787,17.367857,17.449642,15.209158,424188800
8/28/2013,17.357143,17.707144,17.357143,17.532143,15.28106,307608000
8/29/2013,17.558929,17.732143,17.540358,17.560715,15.305966,239657600
8/30/2013,17.571428,17.605356,17.375,17.400715,15.166508,272297200
9/3/2013,17.610714,17.878571,17.405357,17.449286,15.208846,331928800
9/4/2013,17.841429,17.937143,17.724285,17.810356,15.523555,345032800
9/5/2013,17.866072,17.88143,17.629999,17.688213,15.417098,236367600
9/6/2013,17.80143,17.834999,17.498215,17.793571,15.508923,359525600
9/9/2013,18.035713,18.139999,17.981428,18.077499,15.756393,340687200
9/10/2013,18.078571,18.123215,17.482143,17.665714,15.397485,743195600
9/11/2013,16.678928,16.9175,16.600357,16.70393,14.559189,898696400
9/12/2013,16.732143,16.978571,16.643213,16.881786,14.714209,404051200
9/13/2013,16.762142,16.85107,16.59643,16.603571,14.471718,298835600
9/16/2013,16.464287,16.486071,15.972143,16.075714,14.011635,543706800
9/17/2013,15.998571,16.418215,15.982143,16.261429,14.173508,399380800
9/18/2013,16.542143,16.655357,16.452143,16.595715,14.46487,456862000
9/19/2013,16.810715,16.993929,16.758928,16.867857,14.702069,404541200
9/20/2013,17.071428,17.09107,16.642857,16.693214,14.549851,699302800
9/23/2013,17.717857,17.746786,17.235714,17.522858,15.272972,762106800
9/24/2013,17.674286,17.695356,17.422144,17.467857,15.22503,364344400
9/25/2013,17.47143,17.487143,17.19393,17.1975,14.989389,316957200
9/26/2013,17.357143,17.44857,17.282143,17.365,15.13538,237221600
9/27/2013,17.277857,17.309643,17.168571,17.241072,15.027364,228040400
9/30/2013,17.044643,17.202143,16.943214,17.026787,14.840595,260156400
10/1/2013,17.0875,17.469286,17.084999,17.427143,15.189549,353883600
10/2/2013,17.343929,17.564285,17.276787,17.484285,15.239352,289184000
10/3/2013,17.518213,17.583929,17.169287,17.264643,15.04791,322753200
10/4/2013,17.280714,17.307142,17.092857,17.251072,15.036084,258868400
10/7/2013,17.377144,17.594643,17.333929,17.419643,15.183004,312292400
10/8/2013,17.497856,17.522858,17.162144,17.17643,14.971024,290917200
10/9/2013,17.308571,17.42107,17.081429,17.378214,15.146897,301725200
10/10/2013,17.547144,17.584999,17.394285,17.487143,15.241842,278602800
10/11/2013,17.3925,17.637142,17.327143,17.600357,15.340518,267738800
10/14/2013,17.493929,17.770714,17.476786,17.715714,15.441064,261898000
10/15/2013,17.768213,17.928572,17.697144,17.809999,15.523242,320073600
10/16/2013,17.885357,17.9475,17.829643,17.896786,15.598886,251101200
10/17/2013,17.856428,18.027857,17.845715,18.017857,15.704407,253593200
10/18/2013,18.071072,18.187857,18.061071,18.174643,15.84107,290542000
10/21/2013,18.2775,18.725,18.268572,18.620001,16.229244,398106800
10/22/2013,18.800358,18.873215,18.143929,18.566786,16.182858,534063600
10/23/2013,18.535713,18.77393,18.535713,18.748571,16.341312,313723200
10/24/2013,18.75,19.016787,18.65893,18.996786,16.55765,384764800
10/25/2013,18.975714,19.043928,18.753929,18.784286,16.372435,337792000
10/28/2013,18.894285,18.964287,18.686071,18.924286,16.494459,550440800
10/29/2013,19.1525,19.258928,18.376429,18.452856,16.083561,635807200
10/30/2013,18.557501,18.84,18.465,18.746429,16.339439,354163600
10/31/2013,18.75,18.838928,18.616785,18.667856,16.270954,275696400
11/1/2013,18.715,18.742857,18.422857,18.5725,16.18784,274890000
11/4/2013,18.610714,18.815001,18.528929,18.8125,16.397026,244627600
11/5/2013,18.735001,18.888929,18.678572,18.766071,16.356554,265213200
11/6/2013,18.719643,18.745001,18.507143,18.604286,16.310223,223375600
11/7/2013,18.556429,18.685356,18.299286,18.303213,16.046272,262620400
11/8/2013,18.377857,18.611786,18.306786,18.591429,16.298952,279316800
11/11/2013,18.571072,18.631071,18.371786,18.5375,16.251675,227452400
11/12/2013,18.488214,18.71143,18.464287,18.571787,16.281731,204276800
11/13/2013,18.5,18.651787,18.462856,18.593929,16.301138,197220800
11/14/2013,18.671785,18.902857,18.638214,18.862858,16.536903,282419200
11/15/2013,18.806429,18.89607,18.731787,18.749643,16.437653,317920400
11/18/2013,18.749643,18.828215,18.507143,18.522499,16.238514,244944000
11/19/2013,18.536785,18.692142,18.498928,18.555357,16.267323,208938800
11/20/2013,18.543928,18.58643,18.368929,18.392857,16.124861,193916800
11/21/2013,18.485714,18.614643,18.345358,18.612143,16.317106,262026800
11/22/2013,18.554285,18.648571,18.518929,18.564285,16.275152,223725600
11/25/2013,18.607857,18.781071,18.607143,18.705,16.398518,229311600
11/26/2013,18.718571,19.147858,18.714287,19.049999,16.700972,401382800
11/27/2013,19.153929,19.5,19.049999,19.498571,17.094233,363448400
11/29/2013,19.624287,19.940357,19.564644,19.859644,17.41078,318127600
12/2/2013,19.928572,20.154642,19.672144,19.686787,17.259239,472544800
12/3/2013,19.939285,20.227858,19.917143,20.225714,17.73172,450968000
12/4/2013,20.196428,20.328215,20.029285,20.178572,17.690386,377809600
12/5/2013,20.451786,20.540714,20.22893,20.282143,17.781183,447580000
12/6/2013,20.206785,20.241072,19.984644,20.000713,17.534462,344352400
12/9/2013,20.032143,20.342142,20.032143,20.229643,17.735155,320493600
12/10/2013,20.127857,20.281429,20.042856,20.198214,17.707603,278269600
12/11/2013,20.25,20.391787,19.98893,20.048571,17.57641,359718800
12/12/2013,20.076429,20.190714,20.001072,20.019285,17.550741,262290000
12/13/2013,20.101786,20.102858,19.77393,19.801071,17.359428,332822000
12/16/2013,19.822144,20.094286,19.821787,19.910713,17.455549,282592800
12/17/2013,19.850357,19.98,19.763571,19.821072,17.376965,229902400
12/18/2013,19.632143,19.694643,19.242857,19.670357,17.244841,565863200
12/19/2013,19.625,19.642857,19.418928,19.445,17.047262,320308800
12/20/2013,19.479643,19.700357,19.457857,19.607857,17.190046,436413600
12/23/2013,20.285713,20.382856,20.098572,20.360357,17.849749,501306400
12/24/2013,20.353214,20.424286,20.215357,20.27393,17.773983,167554800
12/26/2013,20.289286,20.339287,20.120714,20.139286,17.655941,204008000
12/27/2013,20.136429,20.157499,19.982143,20.003214,17.536646,225884400
12/30/2013,19.909286,20.003214,19.725714,19.804285,17.362247,253629600
12/31/2013,19.791786,20.045713,19.785713,20.036428,17.565765,223084400
1/2/2014,19.845715,19.893929,19.715,19.754642,17.318727,234684800
1/3/2014,19.745001,19.775,19.301071,19.320715,16.938307,392467600
1/6/2014,19.194643,19.52857,19.057142,19.426071,17.030674,412610800
1/7/2014,19.440001,19.498571,19.21143,19.287144,16.908875,317209200
1/8/2014,19.243214,19.484285,19.23893,19.409286,17.015949,258529600
1/9/2014,19.52857,19.530714,19.119642,19.161428,16.798658,279148800
1/10/2014,19.279642,19.314285,18.968214,19.033571,16.686573,304976000
1/13/2014,18.925358,19.375,18.924286,19.133215,16.773924,378492800
1/14/2014,19.222143,19.526072,19.202143,19.513929,17.1077,332561600
1/15/2014,19.768572,20.007143,19.702143,19.905714,17.451178,391638800
1/16/2014,19.817858,19.887501,19.702856,19.794643,17.353794,229278000
1/17/2014,19.695715,19.716785,19.282143,19.309643,16.928606,426739600
1/21/2014,19.321072,19.645357,19.300714,19.609644,17.191607,328526800
1/22/2014,19.675358,19.903214,19.564644,19.696787,17.268011,379985200
1/23/2014,19.640715,19.875,19.4575,19.863571,17.414227,403239200
1/24/2014,19.785713,19.843571,19.455357,19.502501,17.097673,429354800
1/27/2014,19.645357,19.814285,19.491072,19.660713,17.236378,554878800
1/28/2014,18.17,18.392857,17.93107,18.089287,15.858724,1065523200
1/29/2014,17.998215,18.120358,17.807858,17.883928,15.678688,502810000
1/30/2014,17.947857,18.089287,17.739286,17.849285,15.64832,678501600
1/31/2014,17.684999,17.911785,17.626785,17.878571,15.673993,464797200
2/3/2014,17.950357,18.133215,17.832144,17.911785,15.703115,401464000
2/4/2014,18.066071,18.195,17.955713,18.17107,15.930423,376681200
2/5/2014,18.091429,18.402857,18.080357,18.306786,16.049406,328344800
2/6/2014,18.216429,18.339287,18.13607,18.303928,16.142954,257765200
2/7/2014,18.620714,18.676071,18.477858,18.559999,16.368793,370280400
2/10/2014,18.523571,18.999643,18.5,18.8925,16.662035,345559200
2/11/2014,18.950357,19.205357,18.910713,19.14143,16.881577,282256800
2/12/2014,19.176786,19.27,19.044287,19.139999,16.880318,308100800
2/13/2014,19.094999,19.458929,19.078571,19.44393,17.148357,307398000
2/14/2014,19.373928,19.499287,19.32893,19.428213,17.134504,272924400
2/18/2014,19.5,19.685356,19.486071,19.499643,17.197506,260251600
2/19/2014,19.455357,19.531786,19.083929,19.191786,16.925989,313768000
2/20/2014,19.035357,19.178572,18.892857,18.969643,16.730068,305858000
2/21/2014,19.028214,19.091785,18.735714,18.758928,16.544235,278784800
2/24/2014,18.683929,18.925714,18.657858,18.84107,16.61668,288909600
2/25/2014,18.906429,18.913214,18.607143,18.645,16.443762,231952000
2/26/2014,18.700357,18.75,18.414286,18.476786,16.295406,276217200
2/27/2014,18.469286,18.885,18.430357,18.845358,16.620457,301882000
2/28/2014,18.895714,19.026787,18.647142,18.794287,16.575418,371968800
3/3/2014,18.693571,18.951786,18.671785,18.848572,16.623297,238781200
3/4/2014,18.964287,19.022858,18.848928,18.972857,16.732904,259140000
3/5/2014,18.96143,19.098213,18.897499,19.012857,16.768185,200062800
3/6/2014,19.028214,19.087143,18.860714,18.955357,16.717476,185488800
3/7/2014,18.967501,18.999287,18.7875,18.944286,16.70771,220729600
3/10/2014,18.870001,19.047501,18.869286,18.96143,16.722834,178584000
3/11/2014,19.123215,19.240713,19.02107,19.14607,16.885666,279224400
3/12/2014,19.089643,19.191071,19,19.164642,16.90205,199326400
3/13/2014,19.194286,19.273571,18.898571,18.951786,16.714325,257742800
3/14/2014,18.885357,18.960358,18.678572,18.73893,16.526598,237199200
3/17/2014,18.84643,18.9275,18.780357,18.812143,16.591166,199544800
3/18/2014,18.782143,18.998928,18.757143,18.978571,16.737947,209647200
3/19/2014,19.009287,19.151428,18.892857,18.973572,16.733543,224756000
3/20/2014,18.924643,19.02393,18.833929,18.882143,16.652905,208398400
3/21/2014,18.997499,19.0625,18.797501,19.031071,16.784248,374046400
3/24/2014,19.229286,19.303572,19.109285,19.256786,16.983318,355700800
3/25/2014,19.339287,19.491072,19.27107,19.463928,17.166002,282293200
3/26/2014,19.518572,19.607143,19.245001,19.277857,17.001902,299768000
3/27/2014,19.286428,19.339287,19.111429,19.195,16.928822,222031600
3/28/2014,19.225714,19.247856,19.080357,19.173571,16.909929,200564000
3/31/2014,19.258215,19.314644,19.140356,19.169287,16.906147,168669200
4/1/2014,19.205713,19.352501,19.170357,19.344643,17.060797,200760000
4/2/2014,19.370714,19.41,19.295,19.376785,17.089149,180420800
4/3/2014,19.335358,19.375,19.201429,19.2425,16.970713,162344000
4/4/2014,19.278929,19.285713,18.949286,18.99357,16.751171,275251200
4/7/2014,18.857857,18.960714,18.638929,18.695356,16.488171,289850400
4/8/2014,18.756786,18.790001,18.525,18.694286,16.487236,243888400
4/9/2014,18.665714,18.946072,18.643572,18.940001,16.70393,206169600
4/10/2014,18.952856,19.008572,18.684643,18.695715,16.488487,239652000
4/11/2014,18.535713,18.672501,18.469286,18.557501,16.36659,271717600
4/14/2014,18.639286,18.648571,18.471786,18.63143,16.431784,205674000
4/15/2014,18.581072,18.629999,18.261786,18.498571,16.314615,266490000
4/16/2014,18.501785,18.610357,18.362143,18.536072,16.347689,214765600
4/17/2014,18.571428,18.848572,18.542856,18.747856,16.534473,284334400
4/21/2014,18.762142,19.004999,18.712856,18.970358,16.7307,182548800
4/22/2014,18.868214,18.993929,18.803572,18.989286,16.747395,202563200
4/23/2014,18.895,18.968929,18.730356,18.741072,16.528482,394940000
4/24/2014,20.293215,20.357143,20.026072,20.2775,17.883524,759911600
4/25/2014,20.161785,20.428213,20.14143,20.42643,18.014872,390275200
4/28/2014,20.457144,21.276787,20.448214,21.217501,18.712547,669485600
4/29/2014,21.205,21.285,21.053928,21.154642,18.657112,337377600
4/30/2014,21.165714,21.408215,21.064285,21.074642,18.586552,456640800
5/1/2014,21.142857,21.242857,20.941429,21.124287,18.630335,244048000
5/2/2014,21.155001,21.22143,21.061071,21.16357,18.664982,191514400
5/5/2014,21.076429,21.464287,21.071428,21.462856,18.92894,287067200
5/6/2014,21.492857,21.586071,21.22893,21.22893,18.722628,374564400
5/7/2014,21.258928,21.331785,20.990356,21.154642,18.657112,282864400
5/8/2014,21.008928,21.22893,20.942858,20.999643,18.623857,230297200
5/9/2014,20.876429,20.9375,20.72607,20.912144,18.546255,291597600
5/12/2014,20.981787,21.202143,20.978571,21.172501,18.777153,213208800
5/13/2014,21.142857,21.23357,21.09643,21.205713,18.80661,159737200
5/14/2014,21.158215,21.335714,21.133572,21.209642,18.810093,166404000
5/15/2014,21.239286,21.307142,21.001429,21.029285,18.650146,230846000
5/16/2014,21.022499,21.340357,20.907143,21.339643,18.925383,276256400
5/19/2014,21.351786,21.690357,21.333214,21.592501,19.149643,317755200
5/20/2014,21.589643,21.657143,21.454643,21.596786,19.153437,234836000
5/21/2014,21.565357,21.667856,21.502144,21.653929,19.204107,196859600
5/22/2014,21.664286,21.780357,21.575001,21.688213,19.23452,200760000
5/23/2014,21.6875,21.954643,21.659643,21.933214,19.451803,232209600
5/27/2014,21.995714,22.352142,21.986786,22.343929,19.816055,348866000
5/28/2014,22.357857,22.493929,22.277857,22.286072,19.764746,315481600
5/29/2014,22.423214,22.745358,22.420357,22.692142,20.124876,376474000
5/30/2014,22.785,23.006071,22.460714,22.607143,20.049488,564020800
6/2/2014,22.64143,22.672501,22.232143,22.451786,19.911709,369350800
6/3/2014,22.445,22.812143,22.4375,22.769285,20.193291,292709200
6/4/2014,22.765715,23.138929,22.718214,23.029285,20.423876,335482000
6/5/2014,23.078571,23.191786,22.950357,23.119642,20.504,303805600
6/6/2014,23.210714,23.259287,23.016787,23.05607,20.447624,349938400
6/9/2014,23.174999,23.469999,22.9375,23.424999,20.774815,301660000
6/10/2014,23.682501,23.762501,23.3925,23.5625,20.896759,251108000
6/11/2014,23.532499,23.690001,23.3675,23.465,20.810295,182724000
6/12/2014,23.51,23.530001,22.975,23.0725,20.462196,218996000
6/13/2014,23.049999,23.110001,22.719999,22.82,20.238268,218100000
6/16/2014,22.877501,23.1875,22.862499,23.049999,20.442242,142244000
6/17/2014,23.077499,23.174999,22.950001,23.02,20.415636,118904000
6/18/2014,23.067499,23.0725,22.8375,23.045,20.437811,134056000
6/19/2014,23.0725,23.075001,22.834999,22.965,20.366858,142112000
6/20/2014,22.9625,23.137501,22.725,22.727501,20.156219,403592000
6/23/2014,22.83,22.905001,22.65,22.7075,20.138493,174776000
6/24/2014,22.6875,22.934999,22.547501,22.57,20.01655,156144000
6/25/2014,22.5525,22.674999,22.4125,22.59,20.034288,147476000
6/26/2014,22.592501,22.762501,22.450001,22.725,20.154015,130516000
6/27/2014,22.705,23,22.692499,22.995001,20.393467,256116000
6/30/2014,23.025,23.432501,23.022499,23.2325,20.604094,197929200
7/1/2014,23.379999,23.5175,23.282499,23.379999,20.734905,152892000
7/2/2014,23.467501,23.514999,23.272499,23.370001,20.726046,113860000
7/3/2014,23.4175,23.525,23.299999,23.5075,20.847982,91567200
7/7/2014,23.535,23.997499,23.525,23.9925,21.278111,225872000
7/8/2014,24.067499,24.200001,23.48,23.8375,21.140646,260888000
7/9/2014,23.860001,23.987499,23.690001,23.8475,21.149523,145744000
7/10/2014,23.440001,23.887501,23.379999,23.76,21.071913,158744000
7/11/2014,23.84,23.9725,23.715,23.805,21.111832,136072000
7/14/2014,23.965,24.2225,23.9125,24.112499,21.384537,171240000
7/15/2014,24.200001,24.2125,23.7575,23.83,21.134001,181911600
7/16/2014,24.2425,24.275,23.684999,23.695,21.014269,213585200
7/17/2014,23.7575,23.82,23.1425,23.272499,20.63957,229192000
7/18/2014,23.405001,23.684999,23.254999,23.6075,20.93667,199952000
7/21/2014,23.747499,23.75,23.43,23.485001,20.828028,156316000
7/22/2014,23.67,23.7225,23.530001,23.68,21.000961,220788000
7/23/2014,23.855,24.469999,23.7925,24.297501,21.548607,371672000
7/24/2014,24.26,24.33,24.105,24.2575,21.513134,182916000
7/25/2014,24.2125,24.459999,24.16,24.4175,21.655035,173876000
7/28/2014,24.455,24.809999,24.387501,24.754999,21.954346,221272000
7/29/2014,24.8325,24.860001,24.5625,24.594999,21.812447,172572000
7/30/2014,24.610001,24.674999,24.4175,24.5375,21.761457,132040000
7/31/2014,24.290001,24.362499,23.8325,23.9,21.196075,227372000
8/1/2014,23.725,24.155001,23.702499,24.032499,21.313589,194044000
8/4/2014,24.092501,24.145,23.7925,23.897499,21.193861,159832000
8/5/2014,23.84,23.92,23.59,23.780001,21.089657,223732000
8/6/2014,23.6875,23.870001,23.6775,23.74,21.054184,154232000
8/7/2014,23.7325,23.987499,23.525,23.620001,21.051956,186844000
8/8/2014,23.565001,23.705,23.32,23.684999,21.109882,167460000
8/11/2014,23.817499,24.02,23.709999,23.997499,21.388409,146340000
8/12/2014,24.01,24.219999,23.9025,23.9925,21.383951,135180000
8/13/2014,24.0375,24.309999,24.01,24.309999,21.666931,127664000
8/14/2014,24.3325,24.3925,24.200001,24.375,21.724873,112464000
8/15/2014,24.475,24.547501,24.215,24.495001,21.831814,195804000
8/18/2014,24.622499,24.842501,24.495001,24.790001,22.094746,190288000
8/19/2014,24.852501,25.17,24.83,25.1325,22.400005,277596000
8/20/2014,25.110001,25.272499,24.987499,25.1425,22.408918,210796000
8/21/2014,25.1425,25.235001,25.0275,25.145,22.411154,133912000
8/22/2014,25.0725,25.3675,25.047501,25.33,22.576033,176736000
8/25/2014,25.4475,25.5425,25.32,25.385,22.625059,161080000
8/26/2014,25.355,25.375,25.215,25.2225,22.480221,132608000
8/27/2014,25.254999,25.6425,25.174999,25.532499,22.756523,209476000
8/28/2014,25.397499,25.695,25.389999,25.5625,22.783262,273840000
8/29/2014,25.715,25.725,25.549999,25.625,22.838959,178380000
9/2/2014,25.764999,25.934999,25.68,25.825001,23.01721,214256000
9/3/2014,25.775,25.799999,24.645,24.735001,22.045725,501684000
9/4/2014,24.7125,25.022499,24.4475,24.530001,21.863012,342872000
9/5/2014,24.700001,24.8475,24.577499,24.7425,22.052408,233828000
9/8/2014,24.825001,24.827499,24.512501,24.59,21.916485,185426800
9/9/2014,24.77,25.77,24.035,24.497499,21.834049,759385200
